# Comprehensive SSSOM Mapping - ALL D4D Attributes
# Includes mapped, recommended, novel, free text, and unmapped attributes
# Date: 2026-03-19T23:43:47.985143
# Total attributes: 270
#
# Status breakdown:
#   free_text: 54
#   mapped: 67
#   novel_d4d: 42
#   recommended: 69
#   unmapped: 38
#
# d4d_module: D4D schema module containing this attribute
#
d4d_schema_path	subject_id	subject_label	d4d_module	predicate_id	rocrate_json_path	object_id	object_label	mapping_justification	confidence	comment	author_id	mapping_date	subject_source	object_source	mapping_set_id	mapping_set_version	mapping_status	d4d_description	d4d_module
Dataset.raw_data_details	d4d:raw_data_details	Raw Data Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on raw data availability and access procedures.
"	Unknown
Dataset.raw_data_format	d4d:raw_data_format	Raw Data Format	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Format of the raw data before any preprocessing.
"	Unknown
Dataset.raw_data_sources	d4d:raw_data_sources	Raw Data Sources	D4D_Collection	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Description of raw data sources before preprocessing.	D4D_Collection
Dataset.raw_sources	d4d:raw_sources	Raw Sources	D4D_Preprocessing	skos:exactMatch	@graph[?@type='Dataset']['rai:dataCollectionRawData']	rai:dataCollectionRawData	dataCollectionRawData	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Preprocessing
Dataset.recommended_mitigation	d4d:recommended_mitigation	Recommended Mitigation	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Recommended approaches for users to address this limitation.
"	Unknown
Dataset.regulatory_compliance	d4d:regulatory_compliance	Regulatory Compliance	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"What regulatory frameworks govern this human subjects research (e.g., 45 CFR 46, HIPAA)?
"	Unknown
Dataset.regulatory_restrictions	d4d:regulatory_restrictions	Regulatory Restrictions	D4D_Data_Governance	skos:closeMatch	@graph[?@type='Dataset']['conditionsOfAccess']	schema:conditionsOfAccess	conditionsOfAccess	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Data_Governance
Dataset.reidentification_risk	d4d:reidentification_risk	Reidentification Risk	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"What is the assessed risk of re-identification? What measures were taken to minimize this risk?
"	Unknown
Dataset.related_datasets	d4d:related_datasets	Related Datasets	D4D_Base	skos:exactMatch	@graph[?@type='Dataset']['isRelatedTo']	schema:isRelatedTo	isRelatedTo	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Related datasets with typed relationships (e.g., supplements, derives from, is version of). Use Data...	D4D_Base
Dataset.relationship_details	d4d:relationship_details	Relationship Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on relationships between instances (e.g., graph edges, ratings).
"	Unknown
Dataset.relationship_type	d4d:relationship_type	Relationship Type	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	The type of relationship (e.g., derives_from, supplements, is_version_of). Uses DatasetRelationshipT...	Unknown
Dataset.release_dates	d4d:release_dates	Release Dates	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Dates or timeframe for dataset release. Could be a one-time release date or multiple scheduled relea...	Unknown
Dataset.repository_details	d4d:repository_details	Repository Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on the repository of known dataset uses.
"	Unknown
Dataset.repository_url	d4d:repository_url	Repository Url	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	URL to a repository of known dataset uses.	Unknown
Dataset.representative_verification	d4d:representative_verification	Representative Verification	Unknown	skos:closeMatch	@graph[?@type='Dataset']['date']	schema:date	date	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"Explanation of how representativeness was validated or verified.
"	Unknown
Dataset.resources	d4d:resources	Resources	D4D_Base	skos:relatedMatch	@graph[?@type='Dataset']['hasPart']	schema:hasPart	hasPart	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Sub-resources or component datasets. Used in DatasetCollection to contain Dataset objects, and in Da...	D4D_Base
Dataset.response	d4d:response	Response	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Short explanation describing the primary purpose of creating the dataset.	Unknown
Dataset.restrictions	d4d:restrictions	Restrictions	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Description of any restrictions or fees associated with external resources.
"	Unknown
Dataset.retention_details	d4d:retention_details	Retention Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on data retention limits and enforcement procedures.
"	Unknown
Dataset.retention_limit	d4d:retention_limit	Retention Limit	D4D_Maintenance	skos:exactMatch	@graph[?@type='Dataset']['d4d:retention_limit']	d4d:retention_limit	retention_limit	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d		D4D_Maintenance
Dataset.retention_period	d4d:retention_period	Retention Period	Unknown	skos:exactMatch	@graph[?@type='Dataset']['d4d:retention_period']	d4d:retention_period	retention_period	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Time period for data retention.	Unknown
Dataset.review_details	d4d:review_details	Review Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on ethical review processes, outcomes, and supporting documentation.
"	Unknown
Dataset.reviewing_organization	d4d:reviewing_organization	Reviewing Organization	Unknown	skos:exactMatch	@graph[?@type='Dataset']['d4d:reviewing_organization']	d4d:reviewing_organization	reviewing_organization	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Organization that conducted the ethical review (e.g., Institutional Review Board, Ethics Committee, ...	Unknown
Dataset.revocation_details	d4d:revocation_details	Revocation Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on consent revocation mechanisms and procedures.
"	Unknown
Dataset.role	d4d:role	Role	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Role of the data collector (e.g., researcher, crowdworker)	Unknown
Dataset.sampling_strategies	d4d:sampling_strategies	Sampling Strategies	D4D_Collection	skos:exactMatch	@graph[?@type='Dataset']['d4d:sampling_strategies']	d4d:sampling_strategies	sampling_strategies	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d		D4D_Collection
Dataset.scope_impact	d4d:scope_impact	Scope Impact	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"How this limitation affects the scope or applicability of the dataset.
"	Unknown
Dataset.sensitive_elements	d4d:sensitive_elements	Sensitive Elements	D4D_Composition	skos:closeMatch	@graph[?@type='Dataset']['rai:personalSensitiveInformation']	rai:personalSensitiveInformation	personalSensitiveInformation	semapv:ManualMappingCuration	0.9	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Composition
Dataset.sensitive_elements_present	d4d:sensitive_elements_present	Sensitive Elements Present	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	Indicates whether sensitive data elements are present.	Unknown
Dataset.sensitivity_details	d4d:sensitivity_details	Sensitivity Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on sensitive data elements present and handling procedures.
"	Unknown
Dataset.sha256	d4d:sha256	Sha256	D4D_Base	skos:exactMatch	@graph[?@type='Dataset']['evi:sha256']	evi:sha256	sha256	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/EVI#	d4d-rocrate-comprehensive-v1	1.0	mapped	sha256 hash of the data	D4D_Base
Dataset.source_data	d4d:source_data	Source Data	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Description of the larger set from which the sample was drawn, if any.
"	Unknown
Dataset.source_description	d4d:source_description	Source Description	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Detailed description of where raw data comes from (e.g., sensors, databases, web APIs, manual collec...	Unknown
Dataset.source_type	d4d:source_type	Source Type	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	"Type of raw source (sensor, database, user input, web scraping, etc.).
"	Unknown
Dataset.special_populations	d4d:special_populations	Special Populations	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Does the research involve any special populations that require additional protections (e.g., minors,...	Unknown
Dataset.special_protections	d4d:special_protections	Special Protections	Unknown	skos:exactMatch	@graph[?@type='Dataset']['d4d:special_protections']	d4d:special_protections	special_protections	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	What additional protections were implemented for vulnerable populations? Include safeguards, modifie...	Unknown
Dataset.split_details	d4d:split_details	Split Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on recommended data splits and their rationale.
"	Unknown
Dataset.start_date	d4d:start_date	Start Date	Unknown	skos:closeMatch	@graph[?@type='Dataset']['date']	schema:date	date	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	Start date of data collection	Unknown
Dataset.status	d4d:status	Status	Unknown	skos:exactMatch	@graph[?@type='Dataset']['creativeWorkStatus']	schema:creativeWorkStatus	creativeWorkStatus	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.strategies	d4d:strategies	Strategies	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Description of the sampling strategy (deterministic, probabilistic, etc.).
"	Unknown
Dataset.subpopulation_elements_present	d4d:subpopulation_elements_present	Subpopulation Elements Present	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Indicates whether any subpopulations are explicitly identified.	Unknown
Dataset.subpopulations	d4d:subpopulations	Subpopulations	D4D_Composition	skos:relatedMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Composition
Dataset.subsets	d4d:subsets	Subsets	D4D_Composition	skos:relatedMatch	@graph[?@type='Dataset']['hasPart']	schema:hasPart	hasPart	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Composition
Dataset.target_dataset	d4d:target_dataset	Target Dataset	Unknown	skos:closeMatch	@graph[?@type='Dataset']['identifier']	schema:identifier	identifier	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	The dataset that this relationship points to. Can be specified by identifier, URL, or Dataset object...	Unknown
Dataset.task_details	d4d:task_details	Task Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on other potential tasks the dataset could be used for.
"	Unknown
Dataset.tasks	d4d:tasks	Tasks	D4D_Motivation	skos:exactMatch	@graph[?@type='Dataset']['rai:dataUseCases']	rai:dataUseCases	dataUseCases	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Motivation
Dataset.timeframe_details	d4d:timeframe_details	Timeframe Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on the collection timeframe and relationship to data creation dates.
"	Unknown
Dataset.title	d4d:title	Title	Unknown	skos:exactMatch	@graph[?@type='Dataset']['name']	schema:name	name	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	the official title of the element	Unknown
Dataset.tool_accuracy	d4d:tool_accuracy	Tool Accuracy	Unknown	skos:closeMatch	@graph[?@type='Dataset']['name']	schema:name	name	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	Known accuracy or performance metrics for the automated tools (if available). Include metric name an...	Unknown
Dataset.tool_descriptions	d4d:tool_descriptions	Tool Descriptions	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Descriptions of what each tool does in the annotation process and what types of annotations it produ...	Unknown
Dataset.tools	d4d:tools	Tools	Unknown	skos:closeMatch	@graph[?@type='Dataset']['name']	schema:name	name	semapv:SuggestedMapping	0.7	Recommended mapping (confidence: high)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	recommended	"List of automated annotation tools with their versions. Format each entry as ""ToolName version"" (e.g..."	Unknown
Dataset.unit	d4d:unit	Unit	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The unit of measurement for the variable, preferably using QUDT units (http://qudt.org/vocab/unit/)....	Unknown
Dataset.update_details	d4d:update_details	Update Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on update plans, responsible parties, and communication methods.
"	Unknown
Dataset.updates	d4d:updates	Updates	D4D_Maintenance	skos:exactMatch	@graph[?@type='Dataset']['rai:dataReleaseMaintenancePlan']	rai:dataReleaseMaintenancePlan	dataReleaseMaintenancePlan	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	http://mlcommons.org/croissant/RAI/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Maintenance
Dataset.url	d4d:url	Url	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped		Unknown
Dataset.usage_notes	d4d:usage_notes	Usage Notes	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	Notes or caveats about using the dataset for intended purposes.	Unknown
Dataset.use_category	d4d:use_category	Use Category	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	Category of intended use (e.g., research, clinical, educational, commercial, policy).	Unknown
Dataset.use_repository	d4d:use_repository	Use Repository	D4D_Uses	skos:relatedMatch	@graph[?@type='Dataset']['relatedLink']	schema:relatedLink	relatedLink	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Uses
Dataset.used_software	d4d:used_software	Used Software	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	What software was used as part of this dataset property?	Unknown
Dataset.variable_name	d4d:variable_name	Variable Name	Unknown	semapv:UnmappedProperty				semapv:RequiresResearch	0.0	Unmapped - needs vocabulary research	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	unmapped	The name or identifier of the variable as it appears in the data files.	Unknown
Dataset.variables	d4d:variables	Variables	D4D_Variables	skos:exactMatch	@graph[?@type='Dataset']['variableMeasured']	schema:variableMeasured	variableMeasured	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped	Metadata describing individual variables, fields, or columns in the dataset.	D4D_Variables
Dataset.version	d4d:version	Version	Unknown	skos:exactMatch	@graph[?@type='Dataset']['version']	schema:version	version	semapv:ManualMappingCuration	1.0	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		Unknown
Dataset.version_access	d4d:version_access	Version Access	D4D_Maintenance	skos:relatedMatch	@graph[?@type='Dataset']['version']	schema:version	version	semapv:ManualMappingCuration	0.7	Mapped via SKOS alignment	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://schema.org/	d4d-rocrate-comprehensive-v1	1.0	mapped		D4D_Maintenance
Dataset.version_details	d4d:version_details	Version Details	Unknown	semapv:UnmappableProperty				semapv:FreeTextProperty	0.0	Free text/narrative field - no URI needed	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	free_text	"Details on version support policies and obsolescence communication.
"	Unknown
Dataset.versions_available	d4d:versions_available	Versions Available	Unknown	semapv:UnmappedProperty				semapv:SuggestedMapping	0.5	Recommended mapping (confidence: low)	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/		d4d-rocrate-comprehensive-v1	1.0	recommended	List of available versions with metadata.	Unknown
Dataset.vulnerable_groups_included	d4d:vulnerable_groups_included	Vulnerable Groups Included	Unknown	skos:exactMatch	@graph[?@type='Dataset']['d4d:vulnerable_groups_included']	d4d:vulnerable_groups_included	vulnerable_groups_included	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Are any vulnerable populations included (e.g., children, pregnant women, prisoners, cognitively impa...	Unknown
Dataset.vulnerable_populations	d4d:vulnerable_populations	Vulnerable Populations	Unknown	skos:exactMatch	@graph[?@type='Dataset']['d4d:vulnerable_populations']	d4d:vulnerable_populations	vulnerable_populations	semapv:ManualMappingCuration	1.0	Novel D4D concept - uses D4D namespace	https://orcid.org/0000-0000-0000-0000	2026-03-19	https://w3id.org/bridge2ai/data-sheets-schema/	https://w3id.org/bridge2ai/data-sheets-schema/	d4d-rocrate-comprehensive-v1	1.0	novel_d4d	Information about protections for vulnerable populations (e.g., minors, pregnant women, prisoners) i...	Unknown
